games,event,team,pos,medal,as,athlete_id,noc_x,discipline,nationality_x,roles,sex,full_name,used_name,born,died,noc_y,measurements,affiliations,nickpetnames,titles,other_names,nationality_y,original_name,name_order
1996 Summer Olympics,"Doubles, Women (Olympic)",Yu Ji-Hye,3,Bronze,Park Hae-Jeong,904,KOR,Table Tennis,,Competed in Olympic Games,Female,Park•Hae-Jeong,Park•Hae-Jeong,29 July 1972,,Republic of Korea,,Jeil Textile Company (KOR),,,Park Hae-Jung,,박•해정,Oriental
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Park Gyeong-Ae,905,KOR,Table Tennis,,Competed in Olympic Games,Female,Park•Gyeong-Ae,Park•Gyeong-Ae,25 August 1971,,Republic of Korea,,Korea Airline (KOR),,,Park Kyung-Ae,,박•경애,Oriental
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Mu-Gyo,4,,Park Gyeong-Ae,905,KOR,Table Tennis,,Competed in Olympic Games,Female,Park•Gyeong-Ae,Park•Gyeong-Ae,25 August 1971,,Republic of Korea,,Korea Airline (KOR),,,Park Kyung-Ae,,박•경애,Oriental
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Park Seong-Hui,906,KOR,Tennis,,Competed in Olympic Games,Female,Park•Seong-Hui,Park•Seong-Hui,"17 February 1975 in Busan, Busan (KOR)",,Republic of Korea,165 cm / 53 kg,"Samsung Securities Co., Ltd (KOR)",,,Park Sung-Hee,,박•성희,Oriental
1996 Summer Olympics,"Doubles, Women (Olympic)",Kim Eun-Ha,=17,,Park Seong-Hui,906,KOR,Tennis,,Competed in Olympic Games,Female,Park•Seong-Hui,Park•Seong-Hui,"17 February 1975 in Busan, Busan (KOR)",,Republic of Korea,165 cm / 53 kg,"Samsung Securities Co., Ltd (KOR)",,,Park Sung-Hee,,박•성희,Oriental
2000 Summer Olympics,"Doubles, Women (Olympic)",Jo Yun-Jeong,=17,,Park Seong-Hui,906,KOR,Tennis,,Competed in Olympic Games,Female,Park•Seong-Hui,Park•Seong-Hui,"17 February 1975 in Busan, Busan (KOR)",,Republic of Korea,165 cm / 53 kg,"Samsung Securities Co., Ltd (KOR)",,,Park Sung-Hee,,박•성희,Oriental
1996 Summer Olympics,"Singles, Women (Olympic)",,=33,,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Park Ju-Bong,2,Silver,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Kim Dong-Mun,=5,,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
2000 Summer Olympics,"Doubles, Women (Olympic)",Jeong Jae-Hui,4,,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
2004 Summer Olympics,"Doubles, Mixed (Olympic)",Kim Dong-Mun,=5,,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
2004 Summer Olympics,"Doubles, Women (Olympic)",Lee Gyeong-Won,3,Bronze,Na Gyeong-Min,907,KOR,Badminton,,Competed in Olympic Games,Female,Na•Gyeong-Min,Na•Gyeong-Min,"25 November 1976 in Hongcheon, Gangwon (KOR)",,Republic of Korea,175 cm / 65 kg,"Korea National Sport University, Seoul (KOR) / Daekyo Co, Seoul (KOR)",,,Ra Kyung-Min,,나•경민,Oriental
1996 Summer Olympics,"Singles, Women (Olympic)",,=17,,Yu Ji-Hye,908,KOR,Table Tennis,,Competed in Olympic Games,Female,Yu•Ji-Hye,Yu•Ji-Hye,10 February 1976,,Republic of Korea,164 cm / 55 kg,"Jeil Textile Company (KOR) / Samsung Life Table Tennis Club, (KOR)",,,Ryu Ji-Hae,,유•지혜,Oriental
1996 Summer Olympics,"Doubles, Women (Olympic)",Park Hae-Jeong,3,Bronze,Yu Ji-Hye,908,KOR,Table Tennis,,Competed in Olympic Games,Female,Yu•Ji-Hye,Yu•Ji-Hye,10 February 1976,,Republic of Korea,164 cm / 55 kg,"Jeil Textile Company (KOR) / Samsung Life Table Tennis Club, (KOR)",,,Ryu Ji-Hae,,유•지혜,Oriental
2000 Summer Olympics,"Singles, Women (Olympic)",,=5,,Yu Ji-Hye,908,KOR,Table Tennis,,Competed in Olympic Games,Female,Yu•Ji-Hye,Yu•Ji-Hye,10 February 1976,,Republic of Korea,164 cm / 55 kg,"Jeil Textile Company (KOR) / Samsung Life Table Tennis Club, (KOR)",,,Ryu Ji-Hae,,유•지혜,Oriental
2000 Summer Olympics,"Doubles, Women (Olympic)",Kim Mu-Gyo,3,Bronze,Yu Ji-Hye,908,KOR,Table Tennis,,Competed in Olympic Games,Female,Yu•Ji-Hye,Yu•Ji-Hye,10 February 1976,,Republic of Korea,164 cm / 55 kg,"Jeil Textile Company (KOR) / Samsung Life Table Tennis Club, (KOR)",,,Ryu Ji-Hae,,유•지혜,Oriental
1992 Summer Olympics,"Doubles, Women (Olympic)",Gil Yeong-Ah,=3,Bronze,Sim Eun-Jeong,909,KOR,Badminton,,Competed in Olympic Games,Female,Sim•Eun-Jeong,Sim•Eun-Jeong,8 June 1971,,Republic of Korea,,,,,Shim Eun-Jung,,심•은정,Oriental
1988 Summer Olympics,"Singles, Women (Olympic)",,=9,,Yang Yeong-Ja,910,KOR,Table Tennis,,Competed in Olympic Games,Female,Yang•Yeong-Ja,Yang•Yeong-Ja,6 July 1964,,Republic of Korea,166 cm / 59 kg,,,,Yang Young-Ja,,양•영자,Oriental
1988 Summer Olympics,"Doubles, Women (Olympic)",Hyeon Jeong-Hwa,1,Gold,Yang Yeong-Ja,910,KOR,Table Tennis,,Competed in Olympic Games,Female,Yang•Yeong-Ja,Yang•Yeong-Ja,6 July 1964,,Republic of Korea,166 cm / 59 kg,,,,Yang Young-Ja,,양•영자,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,3.0,Bronze,An Jae-Hyeong,911,KOR,Table Tennis,,Competed in Olympic Games,Male,An•Jae-Hyeong,An•Jae-Hyeong,8 January 1965,,Republic of Korea,183 cm / 74 kg,,,,Ahn Jae-Hyung,,안•재형,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Jang Ui-Jong,912,KOR,Tennis,,Competed in Olympic Games,Male,Jang•Ui-Jong,Jang•Ui-Jong,"1 April 1969 in Gokseong, Jeollanam (KOR)",,Republic of Korea,182 cm / 80 kg,,,,Chang Eui-Jong,,장•의종,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Kim Chi-Wan,=17,,Jang Ui-Jong,912,KOR,Tennis,,Competed in Olympic Games,Male,Jang•Ui-Jong,Jang•Ui-Jong,"1 April 1969 in Gokseong, Jeollanam (KOR)",,Republic of Korea,182 cm / 80 kg,,,,Chang Eui-Jong,,장•의종,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Gang Gyeong-Jin,=5,,Ha Tae-Gwon,913,KOR,Badminton,,Competed in Olympic Games,Male,Ha•Tae-Gwon,Ha•Tae-Gwon,30 April 1975 in Hyung-Gye (KOR),,Republic of Korea,187 cm / 87 kg,Wonkwang University (KOR) / Samsung Electro-Mechanics Co. (KOR),,,Ha Tae-Kwon,,하•태권,Oriental
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Jeong Jae-Hui,=9,,Ha Tae-Gwon,913,KOR,Badminton,,Competed in Olympic Games,Male,Ha•Tae-Gwon,Ha•Tae-Gwon,30 April 1975 in Hyung-Gye (KOR),,Republic of Korea,187 cm / 87 kg,Wonkwang University (KOR) / Samsung Electro-Mechanics Co. (KOR),,,Ha Tae-Kwon,,하•태권,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Kim Dong-Mun,3,Bronze,Ha Tae-Gwon,913,KOR,Badminton,,Competed in Olympic Games,Male,Ha•Tae-Gwon,Ha•Tae-Gwon,30 April 1975 in Hyung-Gye (KOR),,Republic of Korea,187 cm / 87 kg,Wonkwang University (KOR) / Samsung Electro-Mechanics Co. (KOR),,,Ha Tae-Kwon,,하•태권,Oriental
2004 Summer Olympics,"Doubles, Men (Olympic)",Kim Dong-Mun,1,Gold,Ha Tae-Gwon,913,KOR,Badminton,,Competed in Olympic Games,Male,Ha•Tae-Gwon,Ha•Tae-Gwon,30 April 1975 in Hyung-Gye (KOR),,Republic of Korea,187 cm / 87 kg,Wonkwang University (KOR) / Samsung Electro-Mechanics Co. (KOR),,,Ha Tae-Kwon,,하•태권,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,=5,,Gang Gyeong-Jin,914,KOR,Badminton,,Competed in Olympic Games,Male,Gang•Gyeong-Jin,Gang•Gyeong-Jin,24 March 1973,,Republic of Korea,174 cm / 68 kg,Kangnam Ward Office (KOR),,,Kang Kyung-Jin,,강•경진,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=17,,Gang Hui-Chan,915,KOR,Table Tennis,,Competed in Olympic Games,Male,Gang•Hui-Chan,Gang•Hui-Chan,10 May 1970,,Republic of Korea,,Daewoo Stock Company (KOR),,,Kang Hee-Chan,,강•희찬,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Lee Cheol-Seung,=3,Bronze,Gang Hui-Chan,915,KOR,Table Tennis,,Competed in Olympic Games,Male,Gang•Hui-Chan,Gang•Hui-Chan,10 May 1970,,Republic of Korea,,Daewoo Stock Company (KOR),,,Kang Hee-Chan,,강•희찬,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Kim Taek-Su,=5,,Gang Hui-Chan,915,KOR,Table Tennis,,Competed in Olympic Games,Male,Gang•Hui-Chan,Gang•Hui-Chan,10 May 1970,,Republic of Korea,,Daewoo Stock Company (KOR),,,Kang Hee-Chan,,강•희찬,Oriental
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Gil Yeong-Ah,1,Gold,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Yu Yong-Seong,=17,,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
2000 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,=5,,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,3,Bronze,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
2004 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,=5,,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
2004 Summer Olympics,"Doubles, Men (Olympic)",Ha Tae-Gwon,1,Gold,Kim Dong-Mun,916,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Dong-Mun,Kim•Dong-Mun,"22 September 1975 in Gokseong, Jeollanam (KOR)",,Republic of Korea,184 cm / 74 kg,Wonkwang University (KOR) / Wonkwang UniversitySamsung Electro-Mechanics Co. (KOR),,,Kim Dong-Moon,,김•동문,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=5,,Kim Hak-Gyun,917,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Hak-Gyun,Kim•Hak-Gyun,15 November 1971,,Republic of Korea,172 cm,Daejeon Central Ward Office (KOR),,,Kim Hak-Kyun,,김•학균,Oriental
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Kim Hak-Gyun,917,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Hak-Gyun,Kim•Hak-Gyun,15 November 1971,,Republic of Korea,172 cm,Daejeon Central Ward Office (KOR),,,Kim Hak-Kyun,,김•학균,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Park Ju-Bong,1.0,Gold,Kim Mun-Su,918,KOR,Badminton,,Competed in Olympic Games,Male,Kim•Mun-Su,Kim•Mun-Su,29 December 1963,,Republic of Korea,179 cm,,,,Kim Moon-Soo,,김•문수,Oriental
1988 Summer Olympics,"Singles, Men (Olympic)",,2.0,Silver,Kim Gi-Taek,919,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Gi-Taek,Kim•Gi-Taek,3 October 1962,,Republic of Korea,171 cm / 64 kg,,,,Kim Ki-Taik,,김•기택,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic)",Kim Wan,4.0,,Kim Gi-Taek,919,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Gi-Taek,Kim•Gi-Taek,3 October 1962,,Republic of Korea,171 cm / 64 kg,,,,Kim Ki-Taik,,김•기택,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=3,Bronze,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,=3,Bronze,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Gang Hui-Chan,=5,,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Oh Sang-Eun,=5,,Kim Taek-Su,920,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Taek-Su,Kim•Taek-Su,25 May 1970,,Republic of Korea,174 cm / 69 kg,Daewoo Stock Company (KOR),,,Kim Taek-Soo,,김•택수,Oriental
1988 Summer Olympics,"Singles, Men (Olympic)",,=25,,Kim Wan,921,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Wan,Kim•Wan,27 March 1961,,Republic of Korea,174 cm / 67 kg,,,,,,김•완,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic)",Kim Gi-Taek,4,,Kim Wan,921,KOR,Table Tennis,,Competed in Olympic Games,Male,Kim•Wan,Kim•Wan,27 March 1961,,Republic of Korea,174 cm / 67 kg,,,,,,김•완,Oriental
1988 Summer Olympics,"Singles, Men (Olympic)",,=9,,Kim Bong-Su,922,KOR,Tennis,,Competed in Olympic Games,Male,Kim•Bong-Su,Kim•Bong-Su,"20 August 1962 in Seoul, Seoul (KOR)",,Republic of Korea,180 cm / 75 kg,,,,Kim Bong-Soo,,김•봉수,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic)",Yu Jin-Seon,=17,,Kim Bong-Su,922,KOR,Tennis,,Competed in Olympic Games,Male,Kim•Bong-Su,Kim•Bong-Su,"20 August 1962 in Seoul, Seoul (KOR)",,Republic of Korea,180 cm / 75 kg,,,,Kim Bong-Soo,,김•봉수,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Jang Ui-Jong,=17,,Kim Chi-Wan,923,KOR,Tennis,,Competed in Olympic Games,Male,Kim•Chi-Wan,Kim•Chi-Wan,"1 October 1968 in Ulsan, Ulsan (KOR)",,Republic of Korea,180 cm / 70 kg,,,,,,김•치완,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Lee Sang-Bok,2,,Lee Gwang-Jin,924,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Lee•Gwang-Jin,Lee•Gwang-Jin,5 December 1970,,Republic of Korea,175 cm,Choongju City Hall (KOR),,,Lee Kwang-Jin,,이•광진,Oriental
1992 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Gwang-Jin,924,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Lee•Gwang-Jin,Lee•Gwang-Jin,5 December 1970,,Republic of Korea,175 cm,Choongju City Hall (KOR),,,Lee Kwang-Jin,,이•광진,Oriental
1996 Summer Olympics,"Singles, Men (Olympic)",,=5,,Lee Gwang-Jin,924,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Lee•Gwang-Jin,Lee•Gwang-Jin,5 December 1970,,Republic of Korea,175 cm,Choongju City Hall (KOR),,,Lee Kwang-Jin,,이•광진,Oriental
1988 Summer Olympics,"Doubles, Men (Olympic (non-medal))",Lee Gwang-Jin,2,,Lee Sang-Bok,925,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Lee•Sang-Bok,Lee•Sang-Bok,17 March 1968,,Republic of Korea,,,,,,,이•상복,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Son Jin-Hwan,=5,,Lee Sang-Bok,925,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Lee•Sang-Bok,Lee•Sang-Bok,17 March 1968,,Republic of Korea,,,,,,,이•상복,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Gang Hui-Chan,=3,Bronze,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
1996 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Yu Nam-Gyu,3,Bronze,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
2000 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Yu Seung-Min,4,,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
2004 Summer Olympics,"Doubles, Men (Olympic)",Yu Seung-Min,=5,,Lee Cheol-Seung,926,KOR,Table Tennis,,Competed in Olympic Games,Male,Lee•Cheol-Seung,Lee•Cheol-Seung,"29 June 1972 in Gimcheon, Gyeongsangbuk (KOR)",,Republic of Korea,172 cm / 64 kg,"Samsung Life Table Tennis Club, (KOR)",,,Lee Chul-Seung,,이•철승,Oriental
1996 Summer Olympics,"Doubles, Men (Olympic)",Yun Yong-Il,=17,,Lee Hyeong-Taek,927,KOR,Tennis,,Competed in Olympic Games,Male,Lee•Hyeong-Taek,Lee•Hyeong-Taek,"3 January 1976 in Hapcheon, Gyeongsangnam (KOR)",,Republic of Korea,180 cm / 81 kg,"Samsung Securities Co., Ltd (KOR)",High-Tech Lee,,Lee Hyung-Taik,,이•형택,Oriental
2000 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Hyeong-Taek,927,KOR,Tennis,,Competed in Olympic Games,Male,Lee•Hyeong-Taek,Lee•Hyeong-Taek,"3 January 1976 in Hapcheon, Gyeongsangnam (KOR)",,Republic of Korea,180 cm / 81 kg,"Samsung Securities Co., Ltd (KOR)",High-Tech Lee,,Lee Hyung-Taik,,이•형택,Oriental
2000 Summer Olympics,"Doubles, Men (Olympic)",Yun Yong-Il,=9,,Lee Hyeong-Taek,927,KOR,Tennis,,Competed in Olympic Games,Male,Lee•Hyeong-Taek,Lee•Hyeong-Taek,"3 January 1976 in Hapcheon, Gyeongsangnam (KOR)",,Republic of Korea,180 cm / 81 kg,"Samsung Securities Co., Ltd (KOR)",High-Tech Lee,,Lee Hyung-Taik,,이•형택,Oriental
2004 Summer Olympics,"Singles, Men (Olympic)",,=17,,Lee Hyeong-Taek,927,KOR,Tennis,,Competed in Olympic Games,Male,Lee•Hyeong-Taek,Lee•Hyeong-Taek,"3 January 1976 in Hapcheon, Gyeongsangnam (KOR)",,Republic of Korea,180 cm / 81 kg,"Samsung Securities Co., Ltd (KOR)",High-Tech Lee,,Lee Hyung-Taik,,이•형택,Oriental
2008 Summer Olympics,"Singles, Men (Olympic)",,=33,,Lee Hyeong-Taek,927,KOR,Tennis,,Competed in Olympic Games,Male,Lee•Hyeong-Taek,Lee•Hyeong-Taek,"3 January 1976 in Hapcheon, Gyeongsangnam (KOR)",,Republic of Korea,180 cm / 81 kg,"Samsung Securities Co., Ltd (KOR)",High-Tech Lee,,Lee Hyung-Taik,,이•형택,Oriental
1988 Summer Olympics,"Doubles, Mixed (Olympic (non-medal))",Jeong Myeong-Hui,1.0,,Park Ju-Bong,928,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Park•Ju-Bong,Park•Ju-Bong,5 December 1964,,Republic of Korea,182 cm / 68 kg,Suncheon University Graduate School (KOR) / Korea National University of Physical Education (KOR),,,Park Joo-Bong,,박•주봉,Oriental
1992 Summer Olympics,"Doubles, Men (Olympic)",Kim Mun-Su,1.0,Gold,Park Ju-Bong,928,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Park•Ju-Bong,Park•Ju-Bong,5 December 1964,,Republic of Korea,182 cm / 68 kg,Suncheon University Graduate School (KOR) / Korea National University of Physical Education (KOR),,,Park Joo-Bong,,박•주봉,Oriental
1996 Summer Olympics,"Doubles, Mixed (Olympic)",Na Gyeong-Min,2.0,Silver,Park Ju-Bong,928,KOR,Badminton,,Competed in Olympic Games • Competed in Olympic Games (non-medal events),Male,Park•Ju-Bong,Park•Ju-Bong,5 December 1964,,Republic of Korea,182 cm / 68 kg,Suncheon University Graduate School (KOR) / Korea National University of Physical Education (KOR),,,Park Joo-Bong,,박•주봉,Oriental
1988 Summer Olympics,"Singles, Women (Olympic)",,=5,,Larisa Savčenko,939,URS,Tennis,,Competed in Olympic Games,Female,Larisa•Savčenko-Neilande,Larisa•Savčenko-Neilande,"21 July 1966 in Lviv, Lviv (UKR)",,Latvia Soviet Union,169 cm / 61 kg,"Dynamo Lviv, Lviv (UKR)",,,"Larisa Ivanovna Savchenko-Neyland, Лариса Ивановна Савченко-Нейланд",Latvia,,
1988 Summer Olympics,"Doubles, Women (Olympic)",Natasha Zverava,=5,,Larisa Savčenko,939,URS,Tennis,,Competed in Olympic Games,Female,Larisa•Savčenko-Neilande,Larisa•Savčenko-Neilande,"21 July 1966 in Lviv, Lviv (UKR)",,Latvia Soviet Union,169 cm / 61 kg,"Dynamo Lviv, Lviv (UKR)",,,"Larisa Ivanovna Savchenko-Neyland, Лариса Ивановна Савченко-Нейланд",Latvia,,
1992 Summer Olympics,"Singles, Women (Olympic)",,=33,,Larisa Neilande,939,LAT,Tennis,,Competed in Olympic Games,Female,Larisa•Savčenko-Neilande,Larisa•Savčenko-Neilande,"21 July 1966 in Lviv, Lviv (UKR)",,Latvia Soviet Union,169 cm / 61 kg,"Dynamo Lviv, Lviv (UKR)",,,"Larisa Ivanovna Savchenko-Neyland, Лариса Ивановна Савченко-Нейланд",Latvia,,
1992 Summer Olympics,"Doubles, Women (Olympic)",Agnese Blumberga,=17,,Larisa Neilande,939,LAT,Tennis,,Competed in Olympic Games,Female,Larisa•Savčenko-Neilande,Larisa•Savčenko-Neilande,"21 July 1966 in Lviv, Lviv (UKR)",,Latvia Soviet Union,169 cm / 61 kg,"Dynamo Lviv, Lviv (UKR)",,,"Larisa Ivanovna Savchenko-Neyland, Лариса Ивановна Савченко-Нейланд",Latvia,,
